Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y
1501,216416.32,-7.0111,15.4819,77.34,77.34,0.62,0.62,76.72,76.72,77.34→0.62 (Δ=76.72),77.34→0.62 (Δ=76.72),65.85,253.98
1502,216175.38,-6.8367,15.0053,79.09,79.09,1.13,1.13,77.97,77.97,79.09→1.13 (Δ=77.97),79.09→1.13 (Δ=77.97),65.85,253.98
1503,216824.87,-6.3151,15.5118,77.51,77.51,0.46,0.46,77.05,77.05,77.51→0.46 (Δ=77.05),77.51→0.46 (Δ=77.05),65.85,253.98
1504,216618.83,-6.0992,15.3329,79.05,79.05,1.08,1.08,77.97,77.97,79.05→1.08 (Δ=77.97),79.05→1.08 (Δ=77.97),65.85,253.98
1505,216780.59,-5.6893,15.6062,78.28,78.28,0.31,0.31,77.97,77.97,78.28→0.31 (Δ=77.97),78.28→0.31 (Δ=77.97),65.85,253.98
1506,216640.2,-5.5032,15.4686,78.22,78.22,0.26,0.26,77.97,77.97,78.22→0.26 (Δ=77.97),78.22→0.26 (Δ=77.97),65.85,253.98
1507,217406.76,-5.8691,15.7311,77.48,77.48,0.49,0.49,76.99,76.99,77.48→0.49 (Δ=76.99),77.48→0.49 (Δ=76.99),65.85,253.98
1508,217065.38,-6.8467,15.7293,79.15,79.15,1.18,1.18,77.97,77.97,79.15→1.18 (Δ=77.97),79.15→1.18 (Δ=77.97),65.85,253.98
1509,218096.2,-7.5597,15.8547,79.74,79.74,1.77,1.77,77.97,77.97,79.74→1.77 (Δ=77.97),79.74→1.77 (Δ=77.97),65.85,253.98
1510,218837.97,-7.6331,15.6913,78.7,78.7,0.73,0.73,77.97,77.97,78.70→0.73 (Δ=77.97),78.70→0.73 (Δ=77.97),65.85,253.98
1511,218798.01,-8.5539,15.702,77.74,77.74,0.23,0.23,77.51,77.51,77.74→0.23 (Δ=77.51),77.74→0.23 (Δ=77.51),65.85,253.98
1512,220075.52,-8.4822,15.7521,77.8,77.8,0.17,0.17,77.63,77.63,77.80→0.17 (Δ=77.63),77.80→0.17 (Δ=77.63),65.85,253.98
1513,220850.86,-7.6636,15.5507,79.34,79.34,1.37,1.37,77.97,77.97,79.34→1.37 (Δ=77.97),79.34→1.37 (Δ=77.97),65.85,253.98
1514,221857.74,-8.0756,15.7058,78.49,78.49,0.52,0.52,77.97,77.97,78.49→0.52 (Δ=77.97),78.49→0.52 (Δ=77.97),65.85,253.98
1515,222008.07,-7.8064,15.3689,78.84,78.84,0.87,0.87,77.97,77.97,78.84→0.87 (Δ=77.97),78.84→0.87 (Δ=77.97),65.85,253.98
1516,222277.23,-6.9503,15.7149,80.54,80.54,2.58,2.58,77.97,77.97,80.54→2.58 (Δ=77.97),80.54→2.58 (Δ=77.97),65.85,253.98
1517,222402.56,-7.3929,15.7165,79.37,79.37,1.4,1.4,77.97,77.97,79.37→1.40 (Δ=77.97),79.37→1.40 (Δ=77.97),65.85,253.98
1518,222534.34,-6.9836,15.3019,77.62,77.62,0.35,0.35,77.27,77.27,77.62→0.35 (Δ=77.27),77.62→0.35 (Δ=77.27),65.85,253.98
1519,221938.94,-6.5611,15.5242,78.59,78.59,0.62,0.62,77.97,77.97,78.59→0.62 (Δ=77.97),78.59→0.62 (Δ=77.97),65.85,253.98
1520,221521.71,-6.3683,15.614,78.31,78.31,0.35,0.35,77.97,77.97,78.31→0.35 (Δ=77.97),78.31→0.35 (Δ=77.97),65.85,253.98
1521,220781.74,-6.4779,15.7451,80.41,80.41,2.45,2.45,77.97,77.97,80.41→2.45 (Δ=77.97),80.41→2.45 (Δ=77.97),65.85,253.98
1522,219582.44,-6.287,15.7098,80.79,80.79,2.82,2.82,77.97,77.97,80.79→2.82 (Δ=77.97),80.79→2.82 (Δ=77.97),65.85,253.98
1523,217893.72,-5.6713,15.7667,78.77,78.77,0.8,0.8,77.97,77.97,78.77→0.80 (Δ=77.97),78.77→0.80 (Δ=77.97),65.85,253.98
1524,217482.69,-6.3604,15.9492,79.32,79.32,1.35,1.35,77.97,77.97,79.32→1.35 (Δ=77.97),79.32→1.35 (Δ=77.97),65.85,253.98
1525,215949.62,-5.9682,15.8171,78.51,78.51,0.55,0.55,77.97,77.97,78.51→0.55 (Δ=77.97),78.51→0.55 (Δ=77.97),65.85,253.98
1526,216623.28,-7.2583,16.1294,78.24,78.24,0.27,0.27,77.97,77.97,78.24→0.27 (Δ=77.97),78.24→0.27 (Δ=77.97),65.85,253.98
1527,215761.61,-7.6373,15.7875,78.41,78.41,0.44,0.44,77.97,77.97,78.41→0.44 (Δ=77.97),78.41→0.44 (Δ=77.97),65.85,253.98
1528,216229.81,-8.2229,16.0164,79.5,79.5,1.53,1.53,77.97,77.97,79.50→1.53 (Δ=77.97),79.50→1.53 (Δ=77.97),65.85,253.98
1529,216842.59,-8.6406,16.0251,79.45,79.45,1.48,1.48,77.97,77.97,79.45→1.48 (Δ=77.97),79.45→1.48 (Δ=77.97),65.85,253.98
1530,217197.82,-7.9669,16.0114,78.78,78.78,0.82,0.82,77.97,77.97,78.78→0.82 (Δ=77.97),78.78→0.82 (Δ=77.97),65.85,253.98
1531,217125.47,-8.1311,15.9503,78.34,78.34,0.38,0.38,77.97,77.97,78.34→0.38 (Δ=77.97),78.34→0.38 (Δ=77.97),65.85,253.98
1532,217646.33,-7.8475,16.2518,78.85,78.85,0.88,0.88,77.97,77.97,78.85→0.88 (Δ=77.97),78.85→0.88 (Δ=77.97),65.85,253.98
1533,217217.27,-7.1931,15.8614,80.46,80.46,2.5,2.5,77.97,77.97,80.46→2.50 (Δ=77.97),80.46→2.50 (Δ=77.97),65.85,253.98
1534,216934.93,-6.3013,16.025,77.91,77.91,0.05,0.05,77.86,77.86,77.91→0.05 (Δ=77.86),77.91→0.05 (Δ=77.86),65.85,253.98
1535,216234.01,-5.9329,15.703,79.02,79.02,1.05,1.05,77.97,77.97,79.02→1.05 (Δ=77.97),79.02→1.05 (Δ=77.97),65.85,253.98
1536,216632.19,-6.351,16.0289,80.33,80.33,2.36,2.36,77.97,77.97,80.33→2.36 (Δ=77.97),80.33→2.36 (Δ=77.97),65.85,253.98
1537,215716.44,-5.012,15.7969,78.59,78.59,0.62,0.62,77.97,77.97,78.59→0.62 (Δ=77.97),78.59→0.62 (Δ=77.97),65.85,253.98
1538,214820.19,-5.334,16.0034,79.21,79.21,1.25,1.25,77.97,77.97,79.21→1.25 (Δ=77.97),79.21→1.25 (Δ=77.97),65.85,253.98
1539,215094.72,-5.4181,16.1839,79.26,79.26,1.29,1.29,77.97,77.97,79.26→1.29 (Δ=77.97),79.26→1.29 (Δ=77.97),65.85,253.98
1540,216207.59,-6.2559,16.2382,78.76,78.76,0.8,0.8,77.97,77.97,78.76→0.80 (Δ=77.97),78.76→0.80 (Δ=77.97),65.85,253.98
1541,217334.59,-6.9893,16.2618,77.73,77.73,0.24,0.24,77.49,77.49,77.73→0.24 (Δ=77.49),77.73→0.24 (Δ=77.49),65.85,253.98
1542,217322.19,-7.2631,16.0389,78.55,78.55,0.58,0.58,77.97,77.97,78.55→0.58 (Δ=77.97),78.55→0.58 (Δ=77.97),65.85,253.98
1543,217150.08,-7.6587,16.0081,78.27,78.27,0.3,0.3,77.97,77.97,78.27→0.30 (Δ=77.97),78.27→0.30 (Δ=77.97),65.85,253.98
1544,217483.95,-8.0705,15.8569,78.64,78.64,0.67,0.67,77.97,77.97,78.64→0.67 (Δ=77.97),78.64→0.67 (Δ=77.97),65.85,253.98
1545,217858.51,-7.9042,15.8,78.09,78.09,0.13,0.13,77.97,77.97,78.09→0.13 (Δ=77.97),78.09→0.13 (Δ=77.97),65.85,253.98
1546,217794.78,-7.0017,15.6125,78.3,78.3,0.34,0.34,77.97,77.97,78.30→0.34 (Δ=77.97),78.30→0.34 (Δ=77.97),65.85,253.98
1547,217617.11,-7.1665,15.3749,78.76,78.76,0.79,0.79,77.97,77.97,78.76→0.79 (Δ=77.97),78.76→0.79 (Δ=77.97),65.85,253.98
1548,218412.6,-6.7923,15.9098,77.82,77.82,0.15,0.15,77.67,77.67,77.82→0.15 (Δ=77.67),77.82→0.15 (Δ=77.67),65.85,253.98
1549,218074.67,-6.6738,15.7297,77.84,77.84,0.13,0.13,77.71,77.71,77.84→0.13 (Δ=77.71),77.84→0.13 (Δ=77.71),65.85,253.98
1550,217737.85,-5.8939,15.69,78.68,78.68,0.71,0.71,77.97,77.97,78.68→0.71 (Δ=77.97),78.68→0.71 (Δ=77.97),65.85,253.98
1551,217229.38,-5.2928,15.9332,78.07,78.07,0.1,0.1,77.97,77.97,78.07→0.10 (Δ=77.97),78.07→0.10 (Δ=77.97),65.85,253.98
1552,215938.49,-5.3201,15.4517,78.21,78.21,0.24,0.24,77.97,77.97,78.21→0.24 (Δ=77.97),78.21→0.24 (Δ=77.97),65.85,253.98
1553,215490.1,-4.8927,15.679,78.13,78.13,0.16,0.16,77.97,77.97,78.13→0.16 (Δ=77.97),78.13→0.16 (Δ=77.97),65.85,253.98
1554,214533.57,-4.8311,15.4177,77.94,77.94,0.03,0.03,77.91,77.91,77.94→0.03 (Δ=77.91),77.94→0.03 (Δ=77.91),65.85,253.98
1555,214330.22,-5.035,15.832,79.78,79.78,1.81,1.81,77.97,77.97,79.78→1.81 (Δ=77.97),79.78→1.81 (Δ=77.97),65.85,253.98
1556,214186.3,-5.4844,16.2025,78.69,78.69,0.72,0.72,77.97,77.97,78.69→0.72 (Δ=77.97),78.69→0.72 (Δ=77.97),65.85,253.98
1557,214345.42,-7.0503,16.1915,77.88,77.88,0.09,0.09,77.79,77.79,77.88→0.09 (Δ=77.79),77.88→0.09 (Δ=77.79),65.85,253.98
1558,215182.94,-7.3084,16.1515,78.16,78.16,0.19,0.19,77.97,77.97,78.16→0.19 (Δ=77.97),78.16→0.19 (Δ=77.97),65.85,253.98
1559,215509.03,-7.7964,15.9516,78.69,78.69,0.72,0.72,77.97,77.97,78.69→0.72 (Δ=77.97),78.69→0.72 (Δ=77.97),65.85,253.98
1560,215435.05,-7.8945,15.5987,78.99,78.99,1.02,1.02,77.97,77.97,78.99→1.02 (Δ=77.97),78.99→1.02 (Δ=77.97),65.85,253.98
1561,215634.86,-8.0805,15.6445,77.99,77.99,0.02,0.02,77.97,77.97,77.99→0.02 (Δ=77.97),77.99→0.02 (Δ=77.97),65.85,253.98
1562,215658.68,-7.2665,15.4514,78.91,78.91,0.94,0.94,77.97,77.97,78.91→0.94 (Δ=77.97),78.91→0.94 (Δ=77.97),65.85,253.98
1563,215419.15,-6.6762,15.4159,77.67,77.67,0.29,0.29,77.38,77.38,77.67→0.29 (Δ=77.38),77.67→0.29 (Δ=77.38),65.85,253.98
1564,215986.29,-6.6358,15.4996,79.85,79.85,1.89,1.89,77.97,77.97,79.85→1.89 (Δ=77.97),79.85→1.89 (Δ=77.97),65.85,253.98
1565,216427.72,-6.7531,15.9801,78.45,78.45,0.48,0.48,77.97,77.97,78.45→0.48 (Δ=77.97),78.45→0.48 (Δ=77.97),65.85,253.98
1566,216500.93,-7.2829,16.4274,77.87,77.87,0.1,0.1,77.77,77.77,77.87→0.10 (Δ=77.77),77.87→0.10 (Δ=77.77),65.85,253.98
1567,216762.82,-7.4021,16.508,79.39,79.39,1.42,1.42,77.97,77.97,79.39→1.42 (Δ=77.97),79.39→1.42 (Δ=77.97),65.85,253.98
1568,216620.26,-7.4837,16.8495,78.91,78.91,0.94,0.94,77.97,77.97,78.91→0.94 (Δ=77.97),78.91→0.94 (Δ=77.97),65.85,253.98
1569,216564.57,-7.1798,16.6458,79.2,79.2,1.23,1.23,77.97,77.97,79.20→1.23 (Δ=77.97),79.20→1.23 (Δ=77.97),65.85,253.98
1570,217898.38,-7.9933,16.2949,77.27,77.27,0.69,0.69,76.58,76.58,77.27→0.69 (Δ=76.58),77.27→0.69 (Δ=76.58),65.85,253.98
1571,218850.4,-8.6634,16.5015,78.29,78.29,0.32,0.32,77.97,77.97,78.29→0.32 (Δ=77.97),78.29→0.32 (Δ=77.97),65.85,253.98
1572,220229.23,-8.8786,16.0481,78.5,78.5,0.53,0.53,77.97,77.97,78.50→0.53 (Δ=77.97),78.50→0.53 (Δ=77.97),65.85,253.98
1573,220685.06,-9.159,16.0537,80.04,80.04,2.08,2.08,77.97,77.97,80.04→2.08 (Δ=77.97),80.04→2.08 (Δ=77.97),65.85,253.98
1574,221153.41,-8.0939,15.9743,79.76,79.76,1.79,1.79,77.97,77.97,79.76→1.79 (Δ=77.97),79.76→1.79 (Δ=77.97),65.85,253.98
1575,222563.9,-8.4347,15.8906,79.24,79.24,1.27,1.27,77.97,77.97,79.24→1.27 (Δ=77.97),79.24→1.27 (Δ=77.97),65.85,253.98
1576,222439.52,-7.657,15.8996,78.94,78.94,0.98,0.98,77.97,77.97,78.94→0.98 (Δ=77.97),78.94→0.98 (Δ=77.97),65.85,253.98
1577,221610.15,-7.7007,15.7822,78.95,78.95,0.98,0.98,77.97,77.97,78.95→0.98 (Δ=77.97),78.95→0.98 (Δ=77.97),65.85,253.98
1578,221534.91,-7.865,15.8991,78.09,78.09,0.13,0.13,77.97,77.97,78.09→0.13 (Δ=77.97),78.09→0.13 (Δ=77.97),65.85,253.98
1579,221416.47,-7.7661,15.4428,79.11,79.11,1.14,1.14,77.97,77.97,79.11→1.14 (Δ=77.97),79.11→1.14 (Δ=77.97),65.85,253.98
1580,221816.17,-6.5677,15.4149,78.84,78.84,0.88,0.88,77.97,77.97,78.84→0.88 (Δ=77.97),78.84→0.88 (Δ=77.97),65.85,253.98
1581,220287.87,-7.0617,15.4008,79.85,79.85,1.89,1.89,77.97,77.97,79.85→1.89 (Δ=77.97),79.85→1.89 (Δ=77.97),65.85,253.98
1582,219531.55,-6.4482,15.6478,77.99,77.99,0.02,0.02,77.97,77.97,77.99→0.02 (Δ=77.97),77.99→0.02 (Δ=77.97),65.85,253.98
1583,218674.38,-6.6168,15.4448,78.61,78.61,0.64,0.64,77.97,77.97,78.61→0.64 (Δ=77.97),78.61→0.64 (Δ=77.97),65.85,253.98
1584,217484.54,-5.9668,15.7499,78.94,78.94,0.97,0.97,77.97,77.97,78.94→0.97 (Δ=77.97),78.94→0.97 (Δ=77.97),65.85,253.98
1585,217014.39,-6.0734,15.774,78.28,78.28,0.31,0.31,77.97,77.97,78.28→0.31 (Δ=77.97),78.28→0.31 (Δ=77.97),65.85,253.98
1586,216891.4,-6.7816,15.9905,78.67,78.67,0.7,0.7,77.97,77.97,78.67→0.70 (Δ=77.97),78.67→0.70 (Δ=77.97),65.85,253.98
1587,216590.29,-7.2423,15.6898,75.99,75.99,1.98,1.98,74.01,74.01,75.99→1.98 (Δ=74.01),75.99→1.98 (Δ=74.01),65.85,253.98
1588,217076.72,-7.2995,15.6572,75.89,75.89,2.08,2.08,73.81,73.81,75.89→2.08 (Δ=73.81),75.89→2.08 (Δ=73.81),65.85,253.98
1589,217878.74,-7.8293,15.9496,79.38,79.38,1.41,1.41,77.97,77.97,79.38→1.41 (Δ=77.97),79.38→1.41 (Δ=77.97),65.85,253.98
1590,217686.62,-7.3119,15.7509,79.85,79.85,1.88,1.88,77.97,77.97,79.85→1.88 (Δ=77.97),79.85→1.88 (Δ=77.97),65.85,253.98
1591,217453.4,-6.917,16.0232,79.34,79.34,1.37,1.37,77.97,77.97,79.34→1.37 (Δ=77.97),79.34→1.37 (Δ=77.97),65.85,253.98
1592,218587.72,-6.8901,15.8021,78.68,78.68,0.71,0.71,77.97,77.97,78.68→0.71 (Δ=77.97),78.68→0.71 (Δ=77.97),65.85,253.98
1593,217907.36,-7.029,15.743,79.64,79.64,1.67,1.67,77.97,77.97,79.64→1.67 (Δ=77.97),79.64→1.67 (Δ=77.97),65.85,253.98
1594,217501.79,-5.4956,15.7865,79.56,79.56,1.59,1.59,77.97,77.97,79.56→1.59 (Δ=77.97),79.56→1.59 (Δ=77.97),65.85,253.98
1595,217016.29,-5.984,16.0893,77.81,77.81,0.16,0.16,77.65,77.65,77.81→0.16 (Δ=77.65),77.81→0.16 (Δ=77.65),65.85,253.98
1596,216584.32,-5.9571,15.9749,78.96,78.96,0.99,0.99,77.97,77.97,78.96→0.99 (Δ=77.97),78.96→0.99 (Δ=77.97),65.85,253.98
1597,215310.74,-6.0391,15.9453,79.59,79.59,1.62,1.62,77.97,77.97,79.59→1.62 (Δ=77.97),79.59→1.62 (Δ=77.97),65.85,253.98
1598,215493.46,-6.0375,15.8154,78.92,78.92,0.95,0.95,77.97,77.97,78.92→0.95 (Δ=77.97),78.92→0.95 (Δ=77.97),65.85,253.98
1599,215157.92,-6.5867,15.7762,79.69,79.69,1.72,1.72,77.97,77.97,79.69→1.72 (Δ=77.97),79.69→1.72 (Δ=77.97),65.85,253.98
1600,214407.02,-7.7562,15.9998,77.39,77.39,0.58,0.58,76.81,76.81,77.39→0.58 (Δ=76.81),77.39→0.58 (Δ=76.81),65.85,253.98
1601,215797.88,-8.295,15.8106,78.51,78.51,0.55,0.55,77.97,77.97,78.51→0.55 (Δ=77.97),78.51→0.55 (Δ=77.97),65.85,253.98
1602,216026.93,-9.3065,15.8735,77.72,77.72,0.25,0.25,77.47,77.47,77.72→0.25 (Δ=77.47),77.72→0.25 (Δ=77.47),65.85,253.98
1603,217428.25,-8.7973,15.8381,77.45,77.45,0.51,0.51,76.94,76.94,77.45→0.51 (Δ=76.94),77.45→0.51 (Δ=76.94),65.85,253.98
1604,217694.99,-9.2273,15.9713,77.27,77.27,0.69,0.69,76.58,76.58,77.27→0.69 (Δ=76.58),77.27→0.69 (Δ=76.58),65.85,253.98
1605,219045.02,-7.9294,15.8745,78.67,78.67,0.71,0.71,77.97,77.97,78.67→0.71 (Δ=77.97),78.67→0.71 (Δ=77.97),65.85,253.98
1606,219369.57,-8.1226,15.9768,77.41,77.41,0.56,0.56,76.85,76.85,77.41→0.56 (Δ=76.85),77.41→0.56 (Δ=76.85),65.85,253.98
1607,219440.16,-7.4751,16.1078,78.74,78.74,0.77,0.77,77.97,77.97,78.74→0.77 (Δ=77.97),78.74→0.77 (Δ=77.97),65.85,253.98
1608,218953.26,-7.2452,16.042,79.11,79.11,1.14,1.14,77.97,77.97,79.11→1.14 (Δ=77.97),79.11→1.14 (Δ=77.97),65.85,253.98
1609,219306.13,-6.8771,15.7172,77.85,77.85,0.12,0.12,77.74,77.74,77.85→0.12 (Δ=77.74),77.85→0.12 (Δ=77.74),65.85,253.98
1610,218346.25,-6.8957,15.7964,78.37,78.37,0.4,0.4,77.97,77.97,78.37→0.40 (Δ=77.97),78.37→0.40 (Δ=77.97),65.85,253.98
1611,218564.05,-6.2158,16.0393,80.27,80.27,2.3,2.3,77.97,77.97,80.27→2.30 (Δ=77.97),80.27→2.30 (Δ=77.97),65.85,253.98
1612,217282.44,-5.8499,16.0972,78.15,78.15,0.19,0.19,77.97,77.97,78.15→0.19 (Δ=77.97),78.15→0.19 (Δ=77.97),65.85,253.98
1613,216466.94,-6.127,15.9343,80.12,80.12,2.15,2.15,77.97,77.97,80.12→2.15 (Δ=77.97),80.12→2.15 (Δ=77.97),65.85,253.98
1614,215239.4,-6.2754,16.3188,78.66,78.66,0.69,0.69,77.97,77.97,78.66→0.69 (Δ=77.97),78.66→0.69 (Δ=77.97),65.85,253.98
1615,214947.97,-6.2577,16.295,78.62,78.62,0.65,0.65,77.97,77.97,78.62→0.65 (Δ=77.97),78.62→0.65 (Δ=77.97),65.85,253.98
1616,213779.37,-6.1208,16.541,78.9,78.9,0.93,0.93,77.97,77.97,78.90→0.93 (Δ=77.97),78.90→0.93 (Δ=77.97),65.85,253.98
1617,214630.31,-6.6028,17.0481,76.92,76.92,1.05,1.05,75.87,75.87,76.92→1.05 (Δ=75.87),76.92→1.05 (Δ=75.87),65.85,253.98
1618,215074.09,-6.8224,16.6756,78.11,78.11,0.14,0.14,77.97,77.97,78.11→0.14 (Δ=77.97),78.11→0.14 (Δ=77.97),65.85,253.98
1619,215297.34,-7.4368,16.5219,78.1,78.1,0.13,0.13,77.97,77.97,78.10→0.13 (Δ=77.97),78.10→0.13 (Δ=77.97),65.85,253.98
1620,215772.41,-7.5522,16.4637,79.07,79.07,1.1,1.1,77.97,77.97,79.07→1.10 (Δ=77.97),79.07→1.10 (Δ=77.97),65.85,253.98
1621,216278.78,-7.1972,16.294,78.23,78.23,0.26,0.26,77.97,77.97,78.23→0.26 (Δ=77.97),78.23→0.26 (Δ=77.97),65.85,253.98
1622,216675.29,-6.7955,16.2234,77.79,77.79,0.18,0.18,77.61,77.61,77.79→0.18 (Δ=77.61),77.79→0.18 (Δ=77.61),65.85,253.98
1623,216733.85,-6.6042,16.1385,78.36,78.36,0.39,0.39,77.97,77.97,78.36→0.39 (Δ=77.97),78.36→0.39 (Δ=77.97),65.85,253.98
1624,216518.22,-6.4496,16.2955,78.32,78.32,0.35,0.35,77.97,77.97,78.32→0.35 (Δ=77.97),78.32→0.35 (Δ=77.97),65.85,253.98
1625,216906.6,-6.2171,16.3866,78.15,78.15,0.18,0.18,77.97,77.97,78.15→0.18 (Δ=77.97),78.15→0.18 (Δ=77.97),65.85,253.98
1626,215698.26,-5.2458,16.201,78.77,78.77,0.8,0.8,77.97,77.97,78.77→0.80 (Δ=77.97),78.77→0.80 (Δ=77.97),65.85,253.98
1627,215259.1,-6.2823,16.3511,78.87,78.87,0.91,0.91,77.97,77.97,78.87→0.91 (Δ=77.97),78.87→0.91 (Δ=77.97),65.85,253.98
1628,215094.67,-5.7964,16.3598,79.14,79.14,1.17,1.17,77.97,77.97,79.14→1.17 (Δ=77.97),79.14→1.17 (Δ=77.97),65.85,253.98
1629,216952.11,-7.0906,16.6926,79.02,79.02,1.05,1.05,77.97,77.97,79.02→1.05 (Δ=77.97),79.02→1.05 (Δ=77.97),65.85,253.98
1630,217221.69,-8.4723,17.0404,75.44,75.44,2.53,2.53,72.91,72.91,75.44→2.53 (Δ=72.91),75.44→2.53 (Δ=72.91),65.85,253.98
1631,218093.21,-8.2177,16.7246,77.55,77.55,0.42,0.42,77.14,77.14,77.55→0.42 (Δ=77.14),77.55→0.42 (Δ=77.14),65.85,253.98
1632,218260.9,-9.1057,16.7564,78.66,78.66,0.7,0.7,77.97,77.97,78.66→0.70 (Δ=77.97),78.66→0.70 (Δ=77.97),65.85,253.98
1633,219914.68,-9.2708,16.4454,79.66,79.66,1.69,1.69,77.97,77.97,79.66→1.69 (Δ=77.97),79.66→1.69 (Δ=77.97),65.85,253.98
1634,220716.89,-9.2807,16.8597,77.96,77.96,0.0,0.0,77.96,77.96,77.96→0.00 (Δ=77.96),77.96→0.00 (Δ=77.96),65.85,253.98
1635,220873.56,-8.8314,16.3867,78.03,78.03,0.06,0.06,77.97,77.97,78.03→0.06 (Δ=77.97),78.03→0.06 (Δ=77.97),65.85,253.98
1636,220448.75,-7.68,16.4469,78.4,78.4,0.44,0.44,77.97,77.97,78.40→0.44 (Δ=77.97),78.40→0.44 (Δ=77.97),65.85,253.98
1637,220762.81,-7.8688,16.682,78.75,78.75,0.79,0.79,77.97,77.97,78.75→0.79 (Δ=77.97),78.75→0.79 (Δ=77.97),65.85,253.98
1638,221175.68,-7.2896,16.4704,79.52,79.52,1.55,1.55,77.97,77.97,79.52→1.55 (Δ=77.97),79.52→1.55 (Δ=77.97),65.85,253.98
1639,220924.46,-6.9889,16.6756,79.24,79.24,1.27,1.27,77.97,77.97,79.24→1.27 (Δ=77.97),79.24→1.27 (Δ=77.97),65.85,253.98
1640,220258.33,-6.7621,16.3108,79.31,79.31,1.34,1.34,77.97,77.97,79.31→1.34 (Δ=77.97),79.31→1.34 (Δ=77.97),65.85,253.98
1641,219303.95,-6.2285,16.3083,76.47,76.47,1.5,1.5,74.97,74.97,76.47→1.50 (Δ=74.97),76.47→1.50 (Δ=74.97),65.85,253.98
1642,217905.63,-5.4278,16.5942,78.09,78.09,0.12,0.12,77.97,77.97,78.09→0.12 (Δ=77.97),78.09→0.12 (Δ=77.97),65.85,253.98
1643,217258.24,-4.9926,16.4462,78.21,78.21,0.24,0.24,77.97,77.97,78.21→0.24 (Δ=77.97),78.21→0.24 (Δ=77.97),65.85,253.98
1644,215649.95,-4.7493,16.3796,76.97,76.97,0.99,0.99,75.98,75.98,76.97→0.99 (Δ=75.98),76.97→0.99 (Δ=75.98),65.85,253.98
1645,214936.93,-5.3949,16.9757,79.37,79.37,1.4,1.4,77.97,77.97,79.37→1.40 (Δ=77.97),79.37→1.40 (Δ=77.97),65.85,253.98
1646,215951.14,-5.7026,16.8248,76.59,76.59,1.38,1.38,75.21,75.21,76.59→1.38 (Δ=75.21),76.59→1.38 (Δ=75.21),65.85,253.98
1647,215522.46,-6.5993,16.6226,78.24,78.24,0.27,0.27,77.97,77.97,78.24→0.27 (Δ=77.97),78.24→0.27 (Δ=77.97),65.85,253.98
1648,215927.83,-6.3751,16.8216,78.49,78.49,0.52,0.52,77.97,77.97,78.49→0.52 (Δ=77.97),78.49→0.52 (Δ=77.97),65.85,253.98
1649,216892.76,-6.9634,16.612,78.41,78.41,0.44,0.44,77.97,77.97,78.41→0.44 (Δ=77.97),78.41→0.44 (Δ=77.97),65.85,253.98
1650,216916.0,-6.799,16.3355,79.07,79.07,1.11,1.11,77.97,77.97,79.07→1.11 (Δ=77.97),79.07→1.11 (Δ=77.97),65.85,253.98
1651,217383.68,-7.0739,16.4187,78.12,78.12,0.15,0.15,77.97,77.97,78.12→0.15 (Δ=77.97),78.12→0.15 (Δ=77.97),65.85,253.98
1652,217569.62,-6.3375,16.7098,78.8,78.8,0.84,0.84,77.97,77.97,78.80→0.84 (Δ=77.97),78.80→0.84 (Δ=77.97),65.85,253.98
1653,217658.14,-5.943,16.3365,78.22,78.22,0.26,0.26,77.97,77.97,78.22→0.26 (Δ=77.97),78.22→0.26 (Δ=77.97),65.85,253.98
1654,217126.05,-5.4757,16.3284,78.09,78.09,0.12,0.12,77.97,77.97,78.09→0.12 (Δ=77.97),78.09→0.12 (Δ=77.97),65.85,253.98
1655,216425.18,-5.1811,16.3272,77.77,77.77,0.2,0.2,77.57,77.57,77.77→0.20 (Δ=77.57),77.77→0.20 (Δ=77.57),65.85,253.98
1656,216469.43,-5.0666,16.248,79.2,79.2,1.23,1.23,77.97,77.97,79.20→1.23 (Δ=77.97),79.20→1.23 (Δ=77.97),65.85,253.98
1657,216425.9,-4.7509,16.5312,76.96,76.96,1.0,1.0,75.96,75.96,76.96→1.00 (Δ=75.96),76.96→1.00 (Δ=75.96),65.85,253.98
1658,216084.67,-5.046,16.7536,78.34,78.34,0.37,0.37,77.97,77.97,78.34→0.37 (Δ=77.97),78.34→0.37 (Δ=77.97),65.85,253.98
1659,216223.35,-5.8452,16.8375,78.61,78.61,0.64,0.64,77.97,77.97,78.61→0.64 (Δ=77.97),78.61→0.64 (Δ=77.97),65.85,253.98
1660,217091.81,-7.263,16.9029,77.6,77.6,0.37,0.37,77.23,77.23,77.60→0.37 (Δ=77.23),77.60→0.37 (Δ=77.23),65.85,253.98
1661,217710.65,-7.5319,16.6079,78.28,78.28,0.32,0.32,77.97,77.97,78.28→0.32 (Δ=77.97),78.28→0.32 (Δ=77.97),65.85,253.98
1662,218935.63,-7.4078,16.2322,77.9,77.9,0.07,0.07,77.83,77.83,77.90→0.07 (Δ=77.83),77.90→0.07 (Δ=77.83),65.85,253.98
1663,219925.19,-8.0475,16.3983,78.07,78.07,0.11,0.11,77.97,77.97,78.07→0.11 (Δ=77.97),78.07→0.11 (Δ=77.97),65.85,253.98
