Height_mm,Area_mm2,X_centroid_translated,Y_centroid_translated,FARO_major_angle_X,FARO_minor_angle_Y,Aligned_major_angle_X,Aligned_minor_angle_Y,Major_axis_change,Minor_axis_change,Major_axis_change_str,Minor_axis_change_str,Translation_X,Translation_Y,eccentricity_mm,angle_from_bottom_deg
1631,219197.81,-8.0761,16.6498,77.38,77.38,1.7,1.7,75.68,75.68,77.38→1.70 (Δ=75.68),77.38→1.70 (Δ=75.68),70.79,252.31,8.0761,0.2899263756262383
1632,218957.29,-8.5592,16.0527,78.01,78.01,1.08,1.08,76.93,76.93,78.01→1.08 (Δ=76.93),78.01→1.08 (Δ=76.93),70.79,252.31,8.5592,0.30707660644306256
1633,219128.98,-8.3389,16.3116,77.71,77.71,1.38,1.38,76.33,76.33,77.71→1.38 (Δ=76.33),77.71→1.38 (Δ=76.33),70.79,252.31,8.3389,0.29898588173044843
1634,220560.44,-8.586,16.2726,78.77,78.77,0.31,0.31,78.45,78.45,78.77→0.31 (Δ=78.45),78.77→0.31 (Δ=78.45),70.79,252.31,8.586,0.3076528048687254
1635,221502.82,-8.2667,16.4427,78.35,78.35,0.74,0.74,77.61,77.61,78.35→0.74 (Δ=77.61),78.35→0.74 (Δ=77.61),70.79,252.31,8.2667,0.2960267537205962
1636,222105.65,-7.4335,16.1239,78.59,78.59,0.49,0.49,78.1,78.1,78.59→0.49 (Δ=78.10),78.59→0.49 (Δ=78.10),70.79,252.31,7.4335,0.26602443254541713
1637,222560.51,-7.2707,16.5554,78.52,78.52,0.57,0.57,77.95,77.95,78.52→0.57 (Δ=77.95),78.52→0.57 (Δ=77.95),70.79,252.31,7.2707,0.2600359325120433
1638,221998.73,-7.5946,15.8297,79.35,79.35,0.27,0.27,79.08,79.08,79.35→0.27 (Δ=79.08),79.35→0.27 (Δ=79.08),70.79,252.31,7.5946,0.2714505747965724
1639,221890.3,-6.6479,16.7719,78.08,78.08,1.0,1.0,77.07,77.07,78.08→1.00 (Δ=77.07),78.08→1.00 (Δ=77.07),70.79,252.31,6.6479,0.23746535641871327
1640,221964.37,-6.5221,16.2842,78.82,78.82,0.27,0.27,78.55,78.55,78.82→0.27 (Δ=78.55),78.82→0.27 (Δ=78.55),70.79,252.31,6.5221,0.23282663344570179
1641,220114.83,-6.1132,15.7772,78.0,78.0,1.08,1.08,76.92,76.92,78.00→1.08 (Δ=76.92),78.00→1.08 (Δ=76.92),70.79,252.31,6.1132,0.21809394001387528
1642,219481.76,-5.8425,15.9925,77.49,77.49,1.6,1.6,75.89,75.89,77.49→1.60 (Δ=75.89),77.49→1.60 (Δ=75.89),70.79,252.31,5.8425,0.20830685557310097
1643,218667.53,-4.5335,16.4009,78.05,78.05,1.04,1.04,77.01,77.01,78.05→1.04 (Δ=77.01),78.05→1.04 (Δ=77.01),70.79,252.31,4.5335,0.16153590062270468
1644,218318.29,-4.3555,16.28,78.57,78.57,0.51,0.51,78.06,78.06,78.57→0.51 (Δ=78.06),78.57→0.51 (Δ=78.06),70.79,252.31,4.3555,0.15509705290883763
1645,216373.36,-4.1602,16.3378,78.94,78.94,0.14,0.14,78.8,78.8,78.94→0.14 (Δ=78.80),78.94→0.14 (Δ=78.80),70.79,252.31,4.1602,0.1480505412571819
1646,216293.2,-4.7273,16.4191,78.89,78.89,0.2,0.2,78.69,78.69,78.89→0.20 (Δ=78.69),78.89→0.20 (Δ=78.69),70.79,252.31,4.7273,0.16812759843998015
1647,215986.99,-5.9596,16.8278,78.71,78.71,0.38,0.38,78.33,78.33,78.71→0.38 (Δ=78.33),78.71→0.38 (Δ=78.33),70.79,252.31,5.9596,0.21182281135883246
1648,216963.7,-5.793,17.0344,79.03,79.03,0.06,0.06,78.97,78.97,79.03→0.06 (Δ=78.97),79.03→0.06 (Δ=78.97),70.79,252.31,5.793,0.20577372824988205
1649,216994.02,-6.7502,16.4845,78.58,78.58,0.5,0.5,78.08,78.08,78.58→0.50 (Δ=78.08),78.58→0.50 (Δ=78.08),70.79,252.31,6.7502,0.23962559845406117
1650,217398.76,-6.7884,16.4495,78.68,78.68,0.41,0.41,78.27,78.27,78.68→0.41 (Δ=78.27),78.68→0.41 (Δ=78.27),70.79,252.31,6.7884,0.2408324328307218
1651,217903.11,-6.832,16.3113,79.94,79.94,0.86,0.86,79.08,79.08,79.94→0.86 (Δ=79.08),79.94→0.86 (Δ=79.08),70.79,252.31,6.832,0.242229228637048
1652,218492.71,-6.3346,16.3631,77.5,77.5,1.58,1.58,75.92,75.92,77.50→1.58 (Δ=75.92),77.50→1.58 (Δ=75.92),70.79,252.31,6.3346,0.22445515660648227
1653,218485.74,-5.7739,16.4378,78.57,78.57,0.52,0.52,78.05,78.05,78.57→0.52 (Δ=78.05),78.57→0.52 (Δ=78.05),70.79,252.31,5.7739,0.20446149386061105
1654,218384.84,-5.5445,16.4567,77.48,77.48,1.6,1.6,75.88,75.88,77.48→1.60 (Δ=75.88),77.48→1.60 (Δ=75.88),70.79,252.31,5.5445,0.19621692871867086
1655,217911.04,-4.9027,16.0686,78.78,78.78,0.3,0.3,78.48,78.48,78.78→0.30 (Δ=78.48),78.78→0.30 (Δ=78.48),70.79,252.31,4.9027,0.17339701273965702
1656,217444.45,-4.4986,15.9629,77.52,77.52,1.57,1.57,75.95,75.95,77.52→1.57 (Δ=75.95),77.52→1.57 (Δ=75.95),70.79,252.31,4.4986,0.15900686737256922
1657,216906.22,-4.3178,16.0806,79.13,79.13,0.05,0.05,79.08,79.08,79.13→0.05 (Δ=79.08),79.13→0.05 (Δ=79.08),70.79,252.31,4.3178,0.1525222764580585
1658,216685.07,-4.913,16.2884,76.67,76.67,2.42,2.42,74.25,74.25,76.67→2.42 (Δ=74.25),76.67→2.42 (Δ=74.25),70.79,252.31,4.913,0.1734401139484084
1659,217646.0,-5.8675,16.6095,77.57,77.57,1.52,1.52,76.05,76.05,77.57→1.52 (Δ=76.05),77.57→1.52 (Δ=76.05),70.79,252.31,5.8675,0.2070083272734622
1660,217033.66,-6.4432,16.7849,78.74,78.74,0.34,0.34,78.4,78.4,78.74→0.34 (Δ=78.40),78.74→0.34 (Δ=78.40),70.79,252.31,6.4432,0.22717921965536367
1661,218125.36,-7.0183,16.5202,79.2,79.2,0.11,0.11,79.08,79.08,79.20→0.11 (Δ=79.08),79.20→0.11 (Δ=79.08),70.79,252.31,7.0183,0.2473041034248119
1662,219068.42,-7.5896,16.5832,76.7,76.7,2.39,2.39,74.31,74.31,76.70→2.39 (Δ=74.31),76.70→2.39 (Δ=74.31),70.79,252.31,7.5896,0.2672703712841878
1663,220224.13,-7.0015,15.5889,78.16,78.16,0.93,0.93,77.23,77.23,78.16→0.93 (Δ=77.23),78.16→0.93 (Δ=77.23),70.79,252.31,7.0015,0.24640904609987896
1664,219627.55,-7.774,16.5761,78.24,78.24,0.85,0.85,77.39,77.39,78.24→0.85 (Δ=77.39),78.24→0.85 (Δ=77.39),70.79,252.31,7.774,0.27342787514423006
1665,222273.42,-7.0732,15.8097,78.01,78.01,1.08,1.08,76.93,76.93,78.01→1.08 (Δ=76.93),78.01→1.08 (Δ=76.93),70.79,252.31,7.0732,0.2486269717382009
1666,222405.13,-7.0432,15.9422,78.73,78.73,0.36,0.36,78.37,78.37,78.73→0.36 (Δ=78.37),78.73→0.36 (Δ=78.37),70.79,252.31,7.0432,0.24742067802315038
1667,221010.35,-7.8949,16.3037,79.94,79.94,0.85,0.85,79.08,79.08,79.94→0.85 (Δ=79.08),79.94→0.85 (Δ=79.08),70.79,252.31,7.8949,0.2771696820706164
1668,222001.68,-5.9695,16.2101,77.88,77.88,1.2,1.2,76.68,76.68,77.88→1.20 (Δ=76.68),77.88→1.20 (Δ=76.68),70.79,252.31,5.9695,0.2094461924764784
1669,222094.43,-6.2305,16.0326,79.49,79.49,0.4,0.4,79.08,79.08,79.49→0.40 (Δ=79.08),79.49→0.40 (Δ=79.08),70.79,252.31,6.2305,0.21846978224736438
1670,222042.6,-5.1653,16.0001,78.59,78.59,0.5,0.5,78.09,78.09,78.59→0.50 (Δ=78.09),78.59→0.50 (Δ=78.09),70.79,252.31,5.1653,0.18100850479596808
1671,221521.8,-5.1772,15.8894,77.52,77.52,1.57,1.57,75.95,75.95,77.52→1.57 (Δ=75.95),77.52→1.57 (Δ=75.95),70.79,252.31,5.1772,0.1813146207265518
1672,220337.77,-5.4852,16.3413,79.61,79.61,0.52,0.52,79.08,79.08,79.61→0.52 (Δ=79.08),79.61→0.52 (Δ=79.08),70.79,252.31,5.4852,0.19198389345902073
1673,220051.51,-4.3025,15.9817,77.03,77.03,2.05,2.05,74.98,74.98,77.03→2.05 (Δ=74.98),77.03→2.05 (Δ=74.98),70.79,252.31,4.3025,0.15049726765478133
1674,219048.06,-5.1213,16.0616,79.86,79.86,0.78,0.78,79.08,79.08,79.86→0.78 (Δ=79.08),79.86→0.78 (Δ=79.08),70.79,252.31,5.1213,0.17902862761944574
1675,217063.99,-4.787,16.1624,76.43,76.43,2.65,2.65,73.79,73.79,76.43→2.65 (Δ=73.79),76.43→2.65 (Δ=73.79),70.79,252.31,4.787,0.16724031560559918
1676,218395.57,-5.1871,16.3147,78.45,78.45,0.63,0.63,77.82,77.82,78.45→0.63 (Δ=77.82),78.45→0.63 (Δ=77.82),70.79,252.31,5.1871,0.18110782942962853
1677,217952.99,-5.8515,16.5451,76.38,76.38,2.7,2.7,73.68,73.68,76.38→2.70 (Δ=73.68),76.38→2.70 (Δ=73.68),70.79,252.31,5.8515,0.20418077624166475
1678,217104.53,-6.1979,16.4374,77.86,77.86,1.23,1.23,76.63,76.63,77.86→1.23 (Δ=76.63),77.86→1.23 (Δ=76.63),70.79,252.31,6.1979,0.21613623091993403
1679,218603.32,-6.7041,16.5836,77.06,77.06,2.02,2.02,75.04,75.04,77.06→2.02 (Δ=75.04),77.06→2.02 (Δ=75.04),70.79,252.31,6.7041,0.2336462933342105
1680,218863.2,-6.8371,16.0872,77.79,77.79,1.29,1.29,76.5,76.5,77.79→1.29 (Δ=76.50),77.79→1.29 (Δ=76.50),70.79,252.31,6.8371,0.2381366069369885
1681,218536.92,-6.16,16.23,78.68,78.68,0.4,0.4,78.28,78.28,78.68→0.40 (Δ=78.28),78.68→0.40 (Δ=78.28),70.79,252.31,6.16,0.21442305837956677
1682,218862.9,-6.3124,16.1099,80.45,80.45,1.36,1.36,79.08,79.08,80.45→1.36 (Δ=79.08),80.45→1.36 (Δ=79.08),70.79,252.31,6.3124,0.21959447947723368
1683,219569.16,-6.0299,15.8959,77.86,77.86,1.22,1.22,76.64,76.64,77.86→1.22 (Δ=76.64),77.86→1.22 (Δ=76.64),70.79,252.31,6.0299,0.20963973248572723
1684,219589.47,-6.2173,15.8613,75.73,75.73,3.35,3.35,72.38,72.38,75.73→3.35 (Δ=72.38),75.73→3.35 (Δ=72.38),70.79,252.31,6.2173,0.2160238702291822
1685,218852.79,-5.8444,16.0761,77.7,77.7,1.38,1.38,76.32,76.32,77.70→1.38 (Δ=76.32),77.70→1.38 (Δ=76.32),70.79,252.31,5.8444,0.20294427478362673
1686,217679.05,-4.7649,16.3189,78.51,78.51,0.58,0.58,77.93,77.93,78.51→0.58 (Δ=77.93),78.51→0.58 (Δ=77.93),70.79,252.31,4.7649,0.16535911678178433
1687,217491.41,-5.8855,16.4371,77.52,77.52,1.57,1.57,75.95,75.95,77.52→1.57 (Δ=75.95),77.52→1.57 (Δ=75.95),70.79,252.31,5.8855,0.20412402157343057
1688,217565.92,-4.7699,16.6546,76.33,76.33,2.76,2.76,73.57,73.57,76.33→2.76 (Δ=73.57),76.33→2.76 (Δ=73.57),70.79,252.31,4.7699,0.16533235339050067
1689,217934.44,-6.3982,17.1697,77.66,77.66,1.42,1.42,76.24,76.24,77.66→1.42 (Δ=76.24),77.66→1.42 (Δ=76.24),70.79,252.31,6.3982,0.22163725995151973
1690,216766.65,-6.3498,16.8747,76.78,76.78,2.3,2.3,74.48,74.48,76.78→2.30 (Δ=74.48),76.78→2.30 (Δ=74.48),70.79,252.31,6.3498,0.21982776771813667
1691,217511.9,-7.1938,17.2465,77.08,77.08,2.0,2.0,75.08,75.08,77.08→2.00 (Δ=75.08),77.08→2.00 (Δ=75.08),70.79,252.31,7.1938,0.24889600602024856
1692,219064.55,-7.3327,16.8439,80.23,80.23,1.15,1.15,79.08,79.08,80.23→1.15 (Δ=79.08),80.23→1.15 (Δ=79.08),70.79,252.31,7.3327,0.2535485938192395
1693,218972.02,-7.4743,17.0193,78.72,78.72,0.36,0.36,78.36,78.36,78.72→0.36 (Δ=78.36),78.72→0.36 (Δ=78.36),70.79,252.31,7.4743,0.25828886844123616
1694,220939.44,-7.6264,17.0843,79.13,79.13,0.05,0.05,79.08,79.08,79.13→0.05 (Δ=79.08),79.13→0.05 (Δ=79.08),70.79,252.31,7.6264,0.2633860487803478
1695,221521.89,-7.488,16.9521,76.02,76.02,3.06,3.06,72.96,72.96,76.02→3.06 (Δ=72.96),76.02→3.06 (Δ=72.96),70.79,252.31,7.488,0.2584505343966072
1696,220488.52,-7.048,16.7462,76.67,76.67,2.41,2.41,74.27,74.27,76.67→2.41 (Δ=74.27),76.67→2.41 (Δ=74.27),70.79,252.31,7.048,0.243117537893302
1697,220904.47,-7.4769,16.6872,77.78,77.78,1.3,1.3,76.49,76.49,77.78→1.30 (Δ=76.49),77.78→1.30 (Δ=76.49),70.79,252.31,7.4769,0.2577568735470017
1698,221236.27,-7.6071,16.5165,78.01,78.01,1.08,1.08,76.93,76.93,78.01→1.08 (Δ=76.93),78.01→1.08 (Δ=76.93),70.79,252.31,7.6071,0.2620876033478246
1699,221426.95,-7.0935,16.7567,79.32,79.32,0.23,0.23,79.08,79.08,79.32→0.23 (Δ=79.08),79.32→0.23 (Δ=79.08),70.79,252.31,7.0935,0.2442458834547037
1700,221198.26,-6.67,16.708,77.2,77.2,1.89,1.89,75.31,75.31,77.20→1.89 (Δ=75.31),77.20→1.89 (Δ=75.31),70.79,252.31,6.67,0.2295260090358911
1701,221347.5,-5.2438,16.4136,78.39,78.39,0.69,0.69,77.7,77.7,78.39→0.69 (Δ=77.70),78.39→0.69 (Δ=77.70),70.79,252.31,5.2438,0.18034010590531824
1702,220708.01,-5.0967,17.0027,77.17,77.17,1.92,1.92,75.25,75.25,77.17→1.92 (Δ=75.25),77.17→1.92 (Δ=75.25),70.79,252.31,5.0967,0.17517605851327123
1703,219396.2,-5.8175,16.5698,79.61,79.61,0.53,0.53,79.08,79.08,79.61→0.53 (Δ=79.08),79.61→0.53 (Δ=79.08),70.79,252.31,5.8175,0.1998302432971928
1704,217673.76,-5.1118,16.7346,78.7,78.7,0.38,0.38,78.32,78.32,78.70→0.38 (Δ=78.32),78.70→0.38 (Δ=78.32),70.79,252.31,5.1118,0.17548451162362494
1705,217415.61,-4.9806,17.0305,77.63,77.63,1.46,1.46,76.17,76.17,77.63→1.46 (Δ=76.17),77.63→1.46 (Δ=76.17),70.79,252.31,4.9806,0.17087815171465795
1706,217631.41,-5.3336,16.9513,77.37,77.37,1.72,1.72,75.65,75.65,77.37→1.72 (Δ=75.65),77.37→1.72 (Δ=75.65),70.79,252.31,5.3336,0.18287955226005298
1707,216794.83,-5.4512,16.8811,80.09,80.09,1.01,1.01,79.08,79.08,80.09→1.01 (Δ=79.08),80.09→1.01 (Δ=79.08),70.79,252.31,5.4512,0.1868000279017874
1708,217627.79,-5.475,16.0152,77.99,77.99,1.09,1.09,76.9,76.9,77.99→1.09 (Δ=76.90),77.99→1.09 (Δ=76.90),70.79,252.31,5.475,0.1875034506790996
1709,218534.44,-5.3855,16.5786,77.48,77.48,1.61,1.61,75.87,75.87,77.48→1.61 (Δ=75.87),77.48→1.61 (Δ=75.87),70.79,252.31,5.3855,0.184328169664394
1710,218501.9,-6.4781,15.9897,79.09,79.09,0.0,0.0,79.08,79.08,79.09→0.00 (Δ=79.08),79.09→0.00 (Δ=79.08),70.79,252.31,6.4781,0.22159160517682763
1711,219094.09,-6.3745,16.0376,79.96,79.96,0.88,0.88,79.08,79.08,79.96→0.88 (Δ=79.08),79.96→0.88 (Δ=79.08),70.79,252.31,6.3745,0.2179177717125122
1712,219028.3,-6.8749,16.2005,78.46,78.46,0.63,0.63,77.83,77.83,78.46→0.63 (Δ=77.83),78.46→0.63 (Δ=77.83),70.79,252.31,6.8749,0.23488404766958373
1713,218378.2,-6.5214,16.6134,76.12,76.12,2.96,2.96,73.17,73.17,76.12→2.96 (Δ=73.17),76.12→2.96 (Δ=73.17),70.79,252.31,6.5214,0.2226739066221413
1714,218120.56,-6.0593,16.5945,79.35,79.35,0.27,0.27,79.08,79.08,79.35→0.27 (Δ=79.08),79.35→0.27 (Δ=79.08),70.79,252.31,6.0593,0.20677237023684517
1715,218175.29,-5.7562,16.6797,79.01,79.01,0.07,0.07,78.94,78.94,79.01→0.07 (Δ=78.94),79.01→0.07 (Δ=78.94),70.79,252.31,5.7562,0.19631230681304984
1716,217781.35,-5.8386,16.7101,76.92,76.92,2.17,2.17,74.75,74.75,76.92→2.17 (Δ=74.75),76.92→2.17 (Δ=74.75),70.79,252.31,5.8386,0.19900404108181063
1717,217501.32,-5.6501,17.3182,79.79,79.79,0.71,0.71,79.08,79.08,79.79→0.71 (Δ=79.08),79.79→0.71 (Δ=79.08),70.79,252.31,5.6501,0.19246472425577774
1718,217400.63,-4.7096,17.4233,78.58,78.58,0.5,0.5,78.09,78.09,78.58→0.50 (Δ=78.09),78.58→0.50 (Δ=78.09),70.79,252.31,4.7096,0.1603324413865012
1719,216479.89,-5.2488,17.1931,76.87,76.87,2.21,2.21,74.66,74.66,76.87→2.21 (Δ=74.66),76.87→2.21 (Δ=74.66),70.79,252.31,5.2488,0.17858260905716294
1720,216867.6,-5.1017,17.4947,78.4,78.4,0.69,0.69,77.71,77.71,78.40→0.69 (Δ=77.71),78.40→0.69 (Δ=77.71),70.79,252.31,5.1017,0.17347476863604397
1721,217899.03,-6.9896,17.6823,76.71,76.71,2.37,2.37,74.34,74.34,76.71→2.37 (Δ=74.34),76.71→2.37 (Δ=74.34),70.79,252.31,6.9896,0.23752804640882394
1722,218613.82,-6.6645,17.3188,79.41,79.41,0.33,0.33,79.08,79.08,79.41→0.33 (Δ=79.08),79.41→0.33 (Δ=79.08),70.79,252.31,6.6645,0.22634602024333203
1723,218996.93,-7.2891,17.0366,77.55,77.55,1.53,1.53,76.02,76.02,77.55→1.53 (Δ=76.02),77.55→1.53 (Δ=76.02),70.79,252.31,7.2891,0.247412364120894
1724,220810.88,-6.8836,16.7452,78.77,78.77,0.32,0.32,78.45,78.45,78.77→0.32 (Δ=78.45),78.77→0.32 (Δ=78.45),70.79,252.31,6.8836,0.23351038732872587
1725,220942.93,-6.5046,16.5381,78.77,78.77,0.31,0.31,78.46,78.46,78.77→0.31 (Δ=78.46),78.77→0.31 (Δ=78.46),70.79,252.31,6.5046,0.22052324682389216
1726,221422.66,-6.6232,17.1797,78.15,78.15,0.93,0.93,77.22,77.22,78.15→0.93 (Δ=77.22),78.15→0.93 (Δ=77.22),70.79,252.31,6.6232,0.22441127520430545
1727,221511.95,-6.1676,16.6079,78.28,78.28,0.8,0.8,77.48,77.48,78.28→0.80 (Δ=77.48),78.28→0.80 (Δ=77.48),70.79,252.31,6.1676,0.20885099563329285
1728,222038.8,-5.765,16.6172,77.07,77.07,2.02,2.02,75.05,75.05,77.07→2.02 (Δ=75.05),77.07→2.02 (Δ=75.05),70.79,252.31,5.765,0.1951027124701589
1729,221620.49,-5.8152,17.0388,78.86,78.86,0.22,0.22,78.64,78.64,78.86→0.22 (Δ=78.64),78.86→0.22 (Δ=78.64),70.79,252.31,5.8152,0.19668542399530933
1730,221825.71,-5.9162,16.9385,77.52,77.52,1.56,1.56,75.96,75.96,77.52→1.56 (Δ=75.96),77.52→1.56 (Δ=75.96),70.79,252.31,5.9162,0.19998343021831305
1731,221312.12,-5.9907,17.1135,79.14,79.14,0.06,0.06,79.08,79.08,79.14→0.06 (Δ=79.08),79.14→0.06 (Δ=79.08),70.79,252.31,5.9907,0.20238231062444959
1732,220892.4,-6.1841,17.351,79.72,79.72,0.64,0.64,79.08,79.08,79.72→0.64 (Δ=79.08),79.72→0.64 (Δ=79.08),70.79,252.31,6.1841,0.20879272932345122
1733,219265.42,-5.4069,17.4703,77.15,77.15,1.94,1.94,75.21,75.21,77.15→1.94 (Δ=75.21),77.15→1.94 (Δ=75.21),70.79,252.31,5.4069,0.18244493710069654
1734,218741.8,-5.1004,16.835,78.86,78.86,0.22,0.22,78.65,78.65,78.86→0.22 (Δ=78.65),78.86→0.22 (Δ=78.65),70.79,252.31,5.1004,0.1720014808529056
1735,217133.33,-4.7156,17.297,78.46,78.46,0.63,0.63,77.83,77.83,78.46→0.63 (Δ=77.83),78.46→0.63 (Δ=77.83),70.79,252.31,4.7156,0.158931344061838
1736,216715.04,-5.2535,17.5662,79.08,79.08,0.01,0.01,79.07,79.07,79.08→0.01 (Δ=79.07),79.08→0.01 (Δ=79.07),70.79,252.31,5.2535,0.1769561555660832
1737,217893.28,-5.6952,17.0221,77.42,77.42,1.67,1.67,75.75,75.75,77.42→1.67 (Δ=75.75),77.42→1.67 (Δ=75.75),70.79,252.31,5.6952,0.19172133113859424
1738,216805.08,-6.3538,17.503,77.14,77.14,1.95,1.95,75.19,75.19,77.14→1.95 (Δ=75.19),77.14→1.95 (Δ=75.19),70.79,252.31,6.3538,0.21376643259946287
1739,218322.12,-6.563,16.974,77.82,77.82,1.26,1.26,76.56,76.56,77.82→1.26 (Δ=76.56),77.82→1.26 (Δ=76.56),70.79,252.31,6.563,0.22067508308423608
1740,219705.42,-6.1017,16.8594,78.38,78.38,0.7,0.7,77.68,77.68,78.38→0.70 (Δ=77.68),78.38→0.70 (Δ=77.68),70.79,252.31,6.1017,0.20504408527740509
1741,217668.49,-7.1798,17.1654,78.08,78.08,1.0,1.0,77.08,77.08,78.08→1.00 (Δ=77.08),78.08→1.00 (Δ=77.08),70.79,252.31,7.1798,0.24113118935377292
1742,218325.62,-6.6047,17.205,80.57,80.57,1.48,1.48,79.08,79.08,80.57→1.48 (Δ=79.08),80.57→1.48 (Δ=79.08),70.79,252.31,6.6047,0.2216869048439491
1743,218156.51,-7.2844,17.2667,79.09,79.09,0.0,0.0,79.08,79.08,79.09→0.00 (Δ=79.08),79.09→0.00 (Δ=79.08),70.79,252.31,7.2844,0.24435763806139635
1744,218242.28,-6.0465,16.4115,78.65,78.65,0.43,0.43,78.22,78.22,78.65→0.43 (Δ=78.22),78.65→0.43 (Δ=78.22),70.79,252.31,6.0465,0.20271356658806614
1745,217683.53,-6.679,17.1538,80.41,80.41,1.32,1.32,79.08,79.08,80.41→1.32 (Δ=79.08),80.41→1.32 (Δ=79.08),70.79,252.31,6.679,0.2237874651361231
1746,217625.42,-6.0838,17.5014,78.01,78.01,1.07,1.07,76.94,76.94,78.01→1.07 (Δ=76.94),78.01→1.07 (Δ=76.94),70.79,252.31,6.0838,0.2037256542361924
1747,216379.26,-5.8226,16.8612,78.94,78.94,0.14,0.14,78.79,78.79,78.94→0.14 (Δ=78.79),78.94→0.14 (Δ=78.79),70.79,252.31,5.8226,0.19486513989166335
1748,216416.66,-5.0897,17.5487,77.41,77.41,1.67,1.67,75.73,75.73,77.41→1.67 (Δ=75.73),77.41→1.67 (Δ=75.73),70.79,252.31,5.0897,0.17023786972696014
1749,216733.6,-6.437,17.5356,78.28,78.28,0.81,0.81,77.47,77.47,78.28→0.81 (Δ=77.47),78.28→0.81 (Δ=77.47),70.79,252.31,6.437,0.21517572859716314
1750,217409.23,-7.2344,16.985,77.26,77.26,1.83,1.83,75.43,75.43,77.26→1.83 (Δ=75.43),77.26→1.83 (Δ=75.43),70.79,252.31,7.2344,0.24168987100665998
1751,218419.79,-7.803,16.9463,76.93,76.93,2.15,2.15,74.78,74.78,76.93→2.15 (Δ=74.78),76.93→2.15 (Δ=74.78),70.79,252.31,7.803,0.26053373318974304
1752,220278.16,-8.0549,16.8855,77.04,77.04,2.04,2.04,75.0,75.0,77.04→2.04 (Δ=75.00),77.04→2.04 (Δ=75.00),70.79,252.31,8.0549,0.268787646360496
1753,219353.91,-8.4809,16.6243,78.92,78.92,0.16,0.16,78.76,78.76,78.92→0.16 (Δ=78.76),78.92→0.16 (Δ=78.76),70.79,252.31,8.4809,0.28283808463629756
1754,220991.15,-8.4625,16.9459,78.27,78.27,0.82,0.82,77.45,77.45,78.27→0.82 (Δ=77.45),78.27→0.82 (Δ=77.45),70.79,252.31,8.4625,0.2820602776368151
1755,221719.5,-7.5136,16.7118,78.73,78.73,0.35,0.35,78.38,78.38,78.73→0.35 (Δ=78.38),78.73→0.35 (Δ=78.38),70.79,252.31,7.5136,0.25028769222818953
1756,221420.91,-7.8033,17.1397,79.66,79.66,0.57,0.57,79.08,79.08,79.66→0.57 (Δ=79.08),79.66→0.57 (Δ=79.08),70.79,252.31,7.8033,0.2597868055854142
1757,222300.48,-7.7883,17.2435,77.69,77.69,1.39,1.39,76.3,76.3,77.69→1.39 (Δ=76.30),77.69→1.39 (Δ=76.30),70.79,252.31,7.7883,0.25913686230621763
1758,222422.7,-6.9598,17.205,78.81,78.81,0.27,0.27,78.54,78.54,78.81→0.27 (Δ=78.54),78.81→0.27 (Δ=78.54),70.79,252.31,6.9598,0.2314364465864222
1759,221663.75,-6.6142,17.2666,78.74,78.74,0.35,0.35,78.39,78.39,78.74→0.35 (Δ=78.39),78.74→0.35 (Δ=78.39),70.79,252.31,6.6142,0.21981663893956008
1760,221688.38,-6.9994,17.0278,77.44,77.44,1.64,1.64,75.8,75.8,77.44→1.64 (Δ=75.80),77.44→1.64 (Δ=75.80),70.79,252.31,6.9994,0.23248340766302053
1761,220242.04,-7.4301,17.2894,78.46,78.46,0.62,0.62,77.84,77.84,78.46→0.62 (Δ=77.84),78.46→0.62 (Δ=77.84),70.79,252.31,7.4301,0.24664585266751723
1762,219381.74,-6.4053,17.1674,79.31,79.31,0.23,0.23,79.08,79.08,79.31→0.23 (Δ=79.08),79.31→0.23 (Δ=79.08),70.79,252.31,6.4053,0.21250432757316964
1763,218316.6,-5.8101,16.9158,79.44,79.44,0.36,0.36,79.08,79.08,79.44→0.36 (Δ=79.08),79.44→0.36 (Δ=79.08),70.79,252.31,5.8101,0.19264638545985766
1764,218743.94,-6.2121,16.8182,79.31,79.31,0.23,0.23,79.08,79.08,79.31→0.23 (Δ=79.08),79.31→0.23 (Δ=79.08),70.79,252.31,6.2121,0.20585632179922375
1765,217287.73,-6.4588,17.3119,78.75,78.75,0.33,0.33,78.42,78.42,78.75→0.33 (Δ=78.42),78.75→0.33 (Δ=78.42),70.79,252.31,6.4588,0.21390766553869237
1766,215913.33,-6.2168,17.2564,78.03,78.03,1.05,1.05,76.97,76.97,78.03→1.05 (Δ=76.97),78.03→1.05 (Δ=76.97),70.79,252.31,6.2168,0.20577404426387708
1767,215832.3,-6.1057,17.3059,76.92,76.92,2.16,2.16,74.76,74.76,76.92→2.16 (Δ=74.76),76.92→2.16 (Δ=74.76),70.79,252.31,6.1057,0.20198001838241877
1768,216241.99,-7.3241,17.3727,79.14,79.14,0.06,0.06,79.08,79.08,79.14→0.06 (Δ=79.08),79.14→0.06 (Δ=79.08),70.79,252.31,7.3241,0.24214513579303729
1769,216454.61,-7.3861,17.0016,79.74,79.74,0.66,0.66,79.08,79.08,79.74→0.66 (Δ=79.08),79.74→0.66 (Δ=79.08),70.79,252.31,7.3861,0.2440540932105625
1770,216600.33,-7.6891,17.3001,80.65,80.65,1.57,1.57,79.08,79.08,80.65→1.57 (Δ=79.08),80.65→1.57 (Δ=79.08),70.79,252.31,7.6891,0.2539193625730789
